ID	Ref
3300027838_21	GCA_002816705.1
3300027839_39	GCA_002816705.1
3300027844_32	GCA_002816705.1
Genome_188	GCA_002816715.1
TARA_SAMEA2620815_METAG_ICGCJPFA	GCA_002696685.1
TARA_SAMEA2620882_METAG_GLFOFJAN	GCA_002696685.1
TARA_SAMEA2621287_METAG_LEKEKBKF	GCA_002696685.1
TARA_SAMEA2621295_METAG_PGEHEJOI	GCA_002696685.1
TARA_SAMEA2622568_METAG_NIPMGLIE	GCA_002696685.1
TARA_SAMEA2619907_METAG_BFBPKEJA	GCA_009392815.1
TARA_SAMEA2622823_METAG_HHJJBFGC	GCA_009392815.1
TARA_SAMEA2622837_METAG_LLDONMCH	GCA_009392815.1
TARA_SAMEA2623756_METAG_MGNAIKDI	GCA_009392815.1
TARA_SAMEA2619840_METAG_IFIOOJLE	GCA_002717465.1
TARA_SAMEA2619907_METAG_KKHDDJFB	GCA_002717465.1
TARA_SAMEA2622733_METAG_OFLKOOJB	GCA_002717465.1
TARA_SAMEA2622796_METAG_DHDIMJGJ	GCA_002717465.1
TARA_SAMEA2622801_METAG_ABMMGODO	GCA_002717465.1
TARA_SAMEA2622823_METAG_MGGLIPFK	GCA_002717465.1
3300027709_15	GCA_002500485.1
TARA_SAMEA2622149_METAG_FEDNHIBG	GCA_002500485.1
TARA_SAMEA2623295_METAG_NOFAEONB	GCA_002500485.1
TARA_SAMEA2623649_METAG_FFCDNLHJ	GCA_002500485.1
TARA_SAMEA4397730_METAG_MEPPGOHN	GCA_002500485.1
3300027622_13	GCA_003228105.1
3300027839_62	GCA_003228105.1
3300027847_53	GCA_003228105.1
TARA_SAMEA2621101_METAG_LPDMHAEH	GCA_003228105.1
TARA_SAMEA2622673_METAG_IBIEALEP	GCA_003228105.1
TARA_SAMEA2623155_METAG_GGGBMELF	GCA_003228105.1
TARA_SAMEA2622737_METAG_GCIGPNGL	GCA_002722155.1
TARA_SAMEA2622822_METAG_KBPNGAMH	GCA_002722155.1
TARA_SAMEA2622823_METAG_OEIIILKL	GCA_002722155.1
TARA_SAMEA2619840_METAG_CFEDGIMN	GCA_002728195.1
TARA_SAMEA2619907_METAG_JMCCHKLE	GCA_002728195.1
TARA_SAMEA2622733_METAG_FBKFADIH	GCA_002728195.1
BATS_SAMN07137072_METAG_DFJNNDLE	GCA_008373095.1
BATS_SAMN07137114_METAG_IAJLFLPG	GCA_008373095.1
BATS_SAMN07137123_METAG_GNAPGJHG	GCA_008373095.1
BGEO_SAMN07136540_METAG_LFBJACMN	GCA_008373095.1
BGEO_SAMN07136546_METAG_MKPOKDAN	GCA_008373095.1
TARA_SAMEA2622733_METAG_DHFDLLBL	GCA_008373095.1
3300025767_20	GCA_014323765.1
TARA_SAMEA4397295_METAG_NOICPOFE	GCA_003402735.1
3300025086_3	GCA_002787815.1
3300025869_19	GCA_002469915.1
TARA_SAMEA4396489_METAG_ACEGJAOJ	GCF_001430825.1
3300020373_26	GCA_002500505.1
3300022227_35	GCA_002500505.1
TARA_SAMEA2622149_METAG_OJCMJHGM	GCA_002500505.1
TARA_SAMEA2619840_METAG_CCMNDJMD	GCA_002348425.1
TARA_SAMEA2622801_METAG_ECAHMIGO	GCA_002348425.1
TARA_SAMEA4397330_METAG_OAFLDEIP	GCF_001431315.1
TARA_SAMEA2622823_METAG_IEILDKPM	GCA_003226295.1
3300012953_38	GCA_014381555.1
GORG_SAMEA6080405_SAGS_AG439P21	GCA_014381555.1
TARA_SAMEA2619399_METAG_HKEJGHME	GCA_014381555.1
3300027801_49	GCA_014381555.1
TARA_SAMEA4397072_METAG_FAPEAHCH	GCA_014381555.1
TARA_SAMEA2619548_METAG_JKDPPLBC	GCA_002689385.1
TARA_SAMEA2622149_METAG_JKKKKABL	GCA_014381555.1
3300020404_15	GCA_003545085.1
TARA_SAMEA2622173_METAG_JCDDDFKL	GCA_003545085.1
TARA_SAMN05326645_METAG_PSE00053	GCA_003545085.1
3300020408_24	GCA_003455605.1
TARA_SAMEA2623426_METAG_ECNOIJJH	GCA_003455605.1
3300025705_39	GCA_003045825.1
3300025897_62	GCA_003045825.1
3300028287_23	GCA_003045825.1
TARA_SAMEA4396538_METAG_CDDAKNFK	GCA_002387615.1
TARA_SAMEA4396971_METAG_JKCHOKNP	GCA_002387615.1
3300024313_10	GCA_002685435.1
GORG_SAMEA6074715_SAGS_AG919D03	GCA_902614915.1
TARA_SAMEA2620970_METAG_AFCLEHIJ	GCA_002707525.1
3300020426_2	GCA_002695025.1
TARA_SAMEA2591108_METAG_LPAOAKBG	GCA_002338335.1
3300000883_6	GCA_002381225.1
3300000929_15	GCA_002381225.1
3300010309_9	GCA_002381225.1
3300022929_34	GCA_002381225.1
3300024301_38	GCA_002381225.1
3300027192_6	GCA_002381225.1
3300027222_5	GCA_002381225.1
3300027233_6	GCA_002381225.1
3300027253_5	GCA_002381225.1
TARA_SAMEA4397472_METAG_CFGONHJG	GCA_001438205.1
3300027607_46	GCA_002713165.1
3300024060_28	GCA_004356685.1
MARD_SAMN10261828_SAGS_MMP10261828	GCF_003709165.1
3300000503_6	GCF_000020625.1
3300027901_34	GCA_004376785.1
BGEO_SAMN07136921_METAG_MOCFNIBC	GCA_002169845.1
BGEO_SAMN07136962_METAG_AILLPGMD	GCA_002169845.1
GORG_SAMEA6077635_SAGS_AG333G23	GCA_003282445.1
HOTS_SAMN08390923_METAG_LIEIOMDM	GCA_003282445.1
GORG_SAMEA6070729_SAGS_AG897G22	GCA_902602415.1
GORG_SAMEA6074420_SAGS_AG917J15	GCA_902602415.1
3300025545_26	GCA_002422305.1
GORG_SAMEA6072453_SAGS_AG908B08	GCA_004213555.1
3300024256_15	GCA_002746235.1
3300024257_14	GCA_002746235.1
3300024258_17	GCA_002746235.1
3300024260_14	GCA_002746235.1
3300024302_21	GCA_002746235.1
3300024339_13	GCA_002746235.1
TARA_SAMEA2622822_METAG_EMKGLKMA	GCA_009841605.1
TARA_SAMEA2622837_METAG_DIBDDNCD	GCA_009841605.1
BGEO_SAMN07136920_METAG_DFNGDMKN	GCA_003213165.1
GORG_SAMEA6073581_SAGS_AG913K07	GCA_003213165.1
GORG_SAMEA6076691_SAGS_AG447P23	GCA_003213165.1
GORG_SAMEA6074486_SAGS_AG917O09	GCA_902610815.1
GORG_SAMEA6069524_SAGS_AG891I09	GCA_003213625.1
GORG_SAMEA6073953_SAGS_AG915F11	GCA_003213625.1
GORG_SAMEA6077620_SAGS_AG333G05	GCA_902533795.1
GORG_SAMEA6077629_SAGS_AG333G15	GCA_902533795.1
GORG_SAMEA6078319_SAGS_AG343O04	GCA_902533795.1
3300020385_21	GCA_002364555.1
TARA_SAMEA2621812_METAG_NHHPCCBJ	GCA_002364555.1
3300026531_23	GCA_002030045.1
3300014911_18	GCA_003645085.1
GORG_SAMEA6069640_SAGS_AG892A09	GCA_902615915.1
3300026193_12	GCA_001828595.1
TARA_SAMEA2619840_METAG_NIEKPPID	GCA_002723415.1
TARA_SAMEA2622822_METAG_HHHCJFDF	GCA_002723415.1
TARA_SAMEA2621222_METAG_DKPMEIAN	GCA_002721445.1
TARA_SAMEA2622733_METAG_DOJIFHOJ	GCA_002721445.1
TARA_SAMEA2622737_METAG_HJFDKADK	GCA_002721445.1
TARA_SAMEA2619907_METAG_KBFJNKFA	GCA_009392295.1
TARA_SAMEA2622822_METAG_IEDPHKED	GCA_002717565.1
TARA_SAMEA2622823_METAG_IKAABPBL	GCA_002717565.1
3300010297_3	GCA_003045995.1
TARA_SAMEA2619840_METAG_KHCHLJMN	GCA_009392275.1
TARA_SAMEA2619907_METAG_LOCEMFFE	GCA_009392275.1
TARA_SAMEA2622822_METAG_KOFAGHDC	GCA_009392275.1
TARA_SAMEA2622737_METAG_EACCIMDA	GCA_009392275.1
TARA_SAMEA2622822_METAG_IOKJGEPL	GCA_009392275.1
TARA_SAMEA2623756_METAG_OCGFNJOE	GCA_002699485.1
TARA_SAMEA2623868_METAG_BANHHKIH	GCA_002699485.1
TARA_SAMEA4396468_METAG_OAOHDFNE	GCA_002699485.1
TARA_SAMEA2622048_METAG_LGMIBKNM	GCA_003228095.2
BGEO_SAMN07136523_METAG_IKJKMCAK	GCF_000350105.1
MARD_SAMEA2272692_REFG_MMP2272692	GCF_000350105.1
3300026534_35	GCA_002332795.1
3300027839_57	GCA_012959605.1
TARA_SAMEA2621551_METAG_OFJNLGDM	GCA_012959605.1
TARA_SAMEA2623295_METAG_MKEAPDPE	GCA_002730485.1
TARA_SAMEA2622823_METAG_BEFCNFOE	GCA_002721995.1
TARA_SAMEA2622837_METAG_GFIBMHDN	GCA_002721995.1
TARA_SAMEA2620815_METAG_IBALEGFH	GCA_009392075.1
TARA_SAMEA2620882_METAG_JAIBFADI	GCA_009392075.1
TARA_SAMEA2620995_METAG_AFJGNOOA	GCA_009392075.1
TARA_SAMEA2621242_METAG_GNKKBIPP	GCA_009392075.1
TARA_SAMEA2621287_METAG_HHHKFCHF	GCA_009392075.1
TARA_SAMEA2621295_METAG_CNDLMPJM	GCA_009392075.1
TARA_SAMEA2621551_METAG_FEMOOLBM	GCA_009392075.1
TARA_SAMEA2622048_METAG_DNLABAEB	GCA_009392075.1
TARA_SAMEA2622568_METAG_NJHJPNCI	GCA_009392075.1
TARA_SAMEA2623649_METAG_PLGDFCNB	GCA_009392075.1
TARA_SAMEA2623907_METAG_EBOGLADP	GCA_009392075.1
3300020423_22	GCA_002328185.1
3300026262_7	GCA_002328185.1
TARA_SAMEA2619970_METAG_KIIHFBOD	GCA_002328185.1
TARA_SAMEA2622499_METAG_PCDCMIDK	GCA_002328185.1
TARA_SAMEA2623314_METAG_CDCCMGKJ	GCA_002328185.1
TARA_SAMEA2623390_METAG_HMMMMLKI	GCA_002328185.1
3300025183_3	GCA_002746355.1
3300025204_4	GCA_002746355.1
3300025210_1	GCA_002746355.1
3300025211_1	GCA_002746355.1
3300025221_6	GCA_002746355.1
3300025232_4	GCA_002746355.1
3300025238_7	GCA_002746355.1
3300025255_3	GCA_002746355.1
3300025269_4	GCA_002746355.1
3300025275_8	GCA_002746355.1
3300026079_8	GCA_002746355.1
3300026108_6	GCA_002746355.1
3300027685_12	GCA_002746355.1
BGEO_SAMN07136727_METAG_DGMMJFAF	GCA_002746355.1
BGEO_SAMN07136799_METAG_MMMMDLND	GCA_002746355.1
BGEO_SAMN07136825_METAG_ACAAAIMF	GCA_002746355.1
BGEO_SAMN07136900_METAG_ADPNHCBL	GCA_002746355.1
Genome_183	GCA_002746355.1
MALA_SAMN05421660_METAG_NBPLHFIP	GCA_002746355.1
MALA_SAMN05421699_METAG_CLHBCOKF	GCA_002746355.1
MALA_SAMN05421901_METAG_DMLDKPEN	GCA_002746355.1
MALA_SAMN05422107_METAG_PBCECJKK	GCA_002746355.1
MALA_SAMN05422111_METAG_PJKHLEIK	GCA_002746355.1
MALA_SAMN05422148_METAG_FCOMONOA	GCA_002746355.1
MALA_SAMN05422149_METAG_HCNNMKLE	GCA_002746355.1
MALA_SAMN05422166_METAG_DFMOJGGE	GCA_002746355.1
MALA_SAMN05422192_METAG_OKDKCHDL	GCA_002746355.1
MALA_SAMN05422195_METAG_LPGNDHKG	GCA_002746355.1
MALA_SAMN05422226_METAG_NELIBDBN	GCA_002746355.1
TARA_SAMEA2621101_METAG_BHEBGKFO	GCA_002698265.1
TARA_SAMEA2621232_METAG_AICMFHKD	GCA_002698265.1
TARA_SAMEA2622568_METAG_MDLKCBOG	GCA_002698265.1
TARA_SAMEA2623155_METAG_BBFLMBNH	GCA_002698265.1
3300027838_20	GCA_002697005.1
3300027839_45	GCA_002697005.1
3300027847_22	GCA_002697005.1
3300020412_5	GCA_002697005.1
GORG_SAMEA6075358_SAGS_AG404A02	GCA_002711005.1
TARA_SAMEA2621020_METAG_NHILELEF	GCA_002711005.1
TARA_SAMEA2621221_METAG_DCJBCIMH	GCA_002711005.1
TARA_SAMEA2621222_METAG_IGJMIHLH	GCA_002711005.1
TARA_SAMEA2621277_METAG_MHELEDKP	GCA_002711005.1
TARA_SAMEA2623868_METAG_GPCAFNKP	GCA_002711005.1
TARA_SAMEA2621232_METAG_IPHLIONH	GCA_002708395.1
TARA_SAMEA2621242_METAG_KGAEPMHG	GCA_002708395.1
TARA_SAMEA2621287_METAG_IMFLNOJF	GCA_002708395.1
TARA_SAMEA2622048_METAG_PHCPDPAP	GCA_002708395.1
TARA_SAMEA2622568_METAG_BPPNHJOF	GCA_002708395.1
TARA_SAMEA2623649_METAG_FFHMMIFK	GCA_002708395.1
3300006311_3	GCA_002401285.1
3300025238_3	GCA_002401285.1
Genome_137	GCA_002401285.1
MALA_SAMN05422111_METAG_GBHEMFGI	GCA_002401285.1
MALA_SAMN05422138_METAG_AIKOLDME	GCA_002401285.1
MALA_SAMN05422148_METAG_BICMPFEL	GCA_002401285.1
MALA_SAMN05422149_METAG_HPPCHCEF	GCA_002401285.1
TARA_SAMEA2621092_METAG_DJDGNMMA	GCA_002401285.1
TARA_SAMEA2621101_METAG_HCGFDFOF	GCA_002401285.1
3300022931_26	GCA_004356985.1
3300024261_28	GCA_004356985.1
TARA_SAMN05326646_METAG_PSW00058	GCA_003246475.1
TARA_SAMEA2623314_METAG_BIIFJDAP	GCA_002328865.1
TARA_SAMEA2623390_METAG_EOCDHIGK	GCA_002328865.1
3300020364_6	GCA_002328865.1
3300020423_13	GCA_002328865.1
TARA_SAMEA2619970_METAG_JMLBCFLD	GCA_002328865.1
TARA_SAMEA2619974_METAG_OPHEJNNB	GCA_002328865.1
TARA_SAMEA2620035_METAG_EOHBKGBH	GCA_002328865.1
TARA_SAMEA2620097_METAG_EKFMMPGJ	GCA_002328865.1
3300001781_12	GCA_002313895.1
3300026080_10	GCA_002313895.1
3300026119_10	GCA_002313895.1
MALA_SAMN05422138_METAG_GPENLJJH	GCA_002313895.1
MALA_SAMN05422183_METAG_MINLCOKE	GCA_002313895.1
MALA_SAMN05422195_METAG_HPJFBGPD	GCA_002313895.1
TARA_SAMEA2621551_METAG_PECKMDBI	GCA_002313895.1
3300012936_8	GCA_011526105.1
MARD_SAMN06698958_REFG_MMP06698958	GCF_000013045.1
MARD_SAMN06699246_REFG_MMP06699246	GCF_000013045.1
GORG_SAMEA6069019_SAGS_AG359L21	GCA_902578545.1
GORG_SAMEA6072856_SAGS_AG910B21	GCA_902578545.1
GORG_SAMEA6073124_SAGS_AG911F16	GCA_902578545.1
GORG_SAMEA6076038_SAGS_AG414O15	GCA_902570265.1
TARA_SAMEA2621423_METAG_HINHENBD	GCA_002697345.1
TARA_SAMEA2623627_METAG_GIFJOKAA	GCA_002697345.1
TARA_SAMEA4398150_METAG_JBBHFEAI	GCA_002697345.1
GORG_SAMEA6072066_SAGS_AG905D04	GCA_003331935.1
TARA_SAMEA2591084_METAG_PCHHHJGD	GCA_003331935.1
TARA_SAMEA2619766_METAG_GANBJGDD	GCA_003331935.1
GORG_SAMEA6069798_SAGS_AG892M03	GCA_902619165.1
GORG_SAMEA6071027_SAGS_AG899B02	GCA_902619165.1
GORG_SAMEA6071051_SAGS_AG899D10	GCA_902619165.1
GORG_SAMEA6071980_SAGS_AG904M20	GCA_902619165.1
GORG_SAMEA6072821_SAGS_AG909P15	GCA_902619165.1
GORG_SAMEA6074123_SAGS_AG916C10	GCA_902619165.1
GORG_SAMEA6074606_SAGS_AG918I18	GCA_902619165.1
GORG_SAMEA6076353_SAGS_AG422M03	GCA_902619165.1
MARD_SAMEA3492688_REFG_MMP3492688	GCF_001999245.1
MARD_SAMEA3495742_REFG_MMP3495742	GCF_000158095.2
TARA_SAMEA2621101_METAG_BDFFJCJM	GCA_002712005.1
MALA_SAMN05422121_METAG_PMNELIKC	GCA_002712005.1
TARA_SAMN05326646_METAG_PSW00010	GCA_002722055.1
TARA_SAMN05326648_METAG_IOS00052	GCA_002722055.1
TARA_SAMEA2622695_METAG_CNIBEHFE	GCA_002938125.1
GORG_SAMEA6069998_SAGS_AG893M05	GCA_902623005.1
TARA_SAMEA2622796_METAG_KDBKCMEK	GCA_002937655.1
TARA_SAMEA2622800_METAG_OCLDFKOI	GCA_002937655.1
TARA_SAMEA2619548_METAG_BHMBLJNC	GCA_002171375.1
TARA_SAMEA2619782_METAG_CJOCANFE	GCA_002171375.1
GORG_SAMEA6076623_SAGS_AG447M09	GCA_002720535.1
TARA_SAMEA2621216_METAG_JKFDOBKO	GCA_002720535.1
TARA_SAMEA2622710_METAG_DBGJLHNK	GCA_002720535.1
TARA_SAMEA2622733_METAG_LGHDFOCD	GCA_002720535.1
TARA_SAMEA2622764_METAG_JEJGAJGI	GCA_002720535.1
TARA_SAMEA2622765_METAG_OBEPKKJE	GCA_002720535.1
TARA_SAMEA2622766_METAG_LNOJOHMB	GCA_002720535.1
TARA_SAMEA2622796_METAG_JMOLOLLH	GCA_002720535.1
TARA_SAMEA2622801_METAG_LOEFMIDF	GCA_002720535.1
TARA_SAMN05326646_METAG_PSW00048	GCA_002720535.1
TARA_SAMEA2620991_METAG_NLDPPCEE	GCA_002734085.1
TARA_SAMEA2619678_METAG_AMMAMHCO	GCA_002689995.1
TARA_SAMEA2622518_METAG_GLHILGIO	GCA_002689995.1
BGEO_SAMN07136709_METAG_EEKAFEOM	GCA_002683575.1
BGEO_SAMN07136711_METAG_FIMGHCMK	GCA_002683575.1
TARA_SAMEA4398266_METAG_CIJKCIBB	GCA_009927065.1
TARA_SAMEA4397118_METAG_JPPFBIOG	GCA_009927065.1
TARA_SAMEA4397215_METAG_EGAAIAML	GCA_009927065.1
TARA_SAMEA4397489_METAG_GPBOHONC	GCA_009927065.1
MALA_SAMN05421697_METAG_OILIAGNK	GCA_013287815.1
TARA_SAMEA2621020_METAG_LHAPOLHG	GCA_002698845.1
TARA_SAMEA2621044_METAG_EFPKIGCM	GCA_002698845.1
TARA_SAMEA2622822_METAG_FCCFBHEI	GCA_002698845.1
TARA_SAMEA2623079_METAG_OILEMDMN	GCA_002698845.1
TARA_SAMEA2623673_METAG_MANCIGAH	GCA_002698845.1
TARA_SAMEA4396424_METAG_NFOBHBDJ	GCA_013205275.1
TARA_SAMEA4397472_METAG_CJAPHDKC	GCA_013205275.1
TARA_SAMEA2620882_METAG_BNMHGDEA	GCA_002321855.1
TARA_SAMEA2621099_METAG_OLCNODAD	GCA_002321855.1
TARA_SAMEA2621101_METAG_FNMEFJJE	GCA_002321855.1
TARA_SAMEA2621242_METAG_BNBMCCJC	GCA_002321855.1
TARA_SAMEA2622568_METAG_EMKDAIMB	GCA_002321855.1
TARA_SAMEA2623756_METAG_NCABMADH	GCA_002321855.1
3300013103_64	GCA_003647715.1
TARA_SAMEA4396538_METAG_AKMBCAPL	GCA_003487785.1
TARA_SAMEA4396971_METAG_ACALKGFN	GCA_003487785.1
TARA_SAMEA4397034_METAG_CCADBMCG	GCA_003487785.1
TARA_SAMEA4397101_METAG_KBLNFDFD	GCA_003487785.1
TARA_SAMEA4397157_METAG_IMGAHLPJ	GCA_003487785.1
TARA_SAMEA4397196_METAG_OICENOJE	GCA_003487785.1
TARA_SAMEA4397239_METAG_HAFCFHCB	GCA_003487785.1
TARA_SAMEA4397278_METAG_LGLJBLKD	GCA_003487785.1
TARA_SAMEA4397311_METAG_LMIBCDNN	GCA_003487785.1
TARA_SAMEA4397355_METAG_GAMKNJMC	GCA_003487785.1
TARA_SAMEA4397390_METAG_OGHBNMNG	GCA_003487785.1
TARA_SAMEA4397426_METAG_HDCIOHLD	GCA_003487785.1
TARA_SAMEA4397516_METAG_NMEMKMMF	GCA_003487785.1
TARA_SAMEA4397569_METAG_LLNGGIOL	GCA_003487785.1
TARA_SAMEA4397649_METAG_MDOEADJI	GCA_003487785.1
TARA_SAMEA4397705_METAG_AJHMBMCI	GCA_003487785.1
TARA_SAMEA4397756_METAG_HGMNLHLG	GCA_003487785.1
TARA_SAMEA4397798_METAG_MHPHGKAL	GCA_003487785.1
TARA_SAMEA4397842_METAG_HCDNFEAF	GCA_003487785.1
TARA_SAMEA4397903_METAG_KOGCEGFL	GCA_003487785.1
TARA_SAMEA4398009_METAG_AIEKCAPA	GCA_003487785.1
TARA_SAMEA4398067_METAG_KPDKLMCO	GCA_003487785.1
TARA_SAMEA4398094_METAG_KMGGAFFA	GCA_003487785.1
TARA_SAMEA4398247_METAG_FEHBNPCO	GCA_003487785.1
3300020309_7	GCA_003487785.1
3300020376_19	GCA_003487785.1
Genome_155	GCA_003487785.1
TARA_SAMEA2621423_METAG_PHJFJMHP	GCA_003487785.1
TARA_SAMEA2621487_METAG_GKOIKANI	GCA_003487785.1
TARA_SAMEA2621536_METAG_AMHKKGFA	GCA_003487785.1
3300025584_6	GCA_014382535.1
3300025644_11	GCA_014382535.1
3300025659_12	GCA_014382535.1
3300025602_9	GCA_014382535.1
TARA_SAMEA2621277_METAG_LJGPFCCG	GCA_002703645.1
TARA_SAMEA2623463_METAG_BLGGBFLI	GCA_002703645.1
TARA_SAMEA2619667_METAG_OGCCKILL	GCA_002731795.1
TARA_SAMEA2620542_METAG_APGFNOIH	GCA_002731795.1
TARA_SAMEA2620651_METAG_HAKCGCNF	GCA_002731795.1
TARA_SAMEA2623275_METAG_AKCCHGEA	GCA_002731795.1
TARA_SAMEA2623350_METAG_PIIAKGBD	GCA_002731795.1
3300000154_5	GCA_013204025.1
3300000160_3	GCA_013204025.1
3300025422_4	GCA_013204025.1
3300025458_5	GCA_013204025.1
3300025468_7	GCA_013204025.1
3300025478_7	GCA_013204025.1
3300025488_7	GCA_013204025.1
3300025660_17	GCA_013204025.1
GORG_SAMEA6071560_SAGS_AG901J22	GCA_902547955.1
GORG_SAMEA6073123_SAGS_AG911F13	GCA_902547955.1
TARA_SAMEA2619802_METAG_ECINHOON	GCA_902547955.1
TARA_SAMEA2619818_METAG_OOKPGKME	GCA_902547955.1
TARA_SAMEA2619840_METAG_HEAOACLD	GCA_902547955.1
TARA_SAMEA2619857_METAG_BHEKOKBJ	GCA_902547955.1
TARA_SAMEA2620194_METAG_HHANHNAJ	GCA_902547955.1
TARA_SAMEA2620230_METAG_PDDKHIPH	GCA_902547955.1
TARA_SAMEA2620339_METAG_NFMOIECC	GCA_902547955.1
TARA_SAMEA2620404_METAG_PMPDIDLI	GCA_902547955.1
TARA_SAMEA2623446_METAG_KPGINNCL	GCA_902547955.1
3300025731_58	GCA_013214765.1
3300025738_51	GCA_013214765.1
GORG_SAMEA6077808_SAGS_AG337B03	GCA_902524895.1
GORG_SAMEA6077877_SAGS_AG337E20	GCA_902524895.1
TARA_SAMEA2621990_METAG_MMEMHGIH	GCA_902524895.1
GORG_SAMEA6077607_SAGS_AG333F14	GCA_002167215.1
TARA_SAMEA2619531_METAG_PHBJALOC	GCA_002167215.1
TARA_SAMN05326650_METAG_MED00013	GCA_902530985.1
TARA_SAMEA2619531_METAG_FMAFHOJF	GCA_002710765.1
GORG_SAMEA6076460_SAGS_AG447C21	GCA_003212315.1
TARA_SAMEA2619907_METAG_OHOOKNOA	GCA_002701455.1
TARA_SAMEA2622837_METAG_MFPALHAO	GCA_002701455.1
3300027859_9	GCF_001922575.1
TARA_SAMEA2591122_METAG_DKOENCIK	GCA_002168115.1
TARA_SAMEA2619678_METAG_ANGHACOK	GCA_002168115.1
TARA_SAMEA2619782_METAG_FADEPKNA	GCA_002168115.1
GORG_SAMEA6074759_SAGS_AG919G06	GCF_902615805.1
TARA_SAMN05326650_METAG_MED00042	GCA_002170595.1
3300025050_2	GCA_002709955.1
3300025218_2	GCA_002709955.1
3300025268_2	GCA_002709955.1
3300025266_5	GCA_002709955.1
TARA_SAMEA2619677_METAG_ODFJCGPO	GCA_002709955.1
TARA_SAMEA4398001_METAG_BIFKKCPL	GCA_002709955.1
TARA_SAMEA2621107_METAG_HMFCIFOE	GCA_002709955.1
TARA_SAMEA2621191_METAG_OGCKHLKJ	GCA_002709955.1
TARA_SAMEA2621247_METAG_ACCPMPPG	GCA_002709955.1
TARA_SAMEA2622685_METAG_NEJJHIOK	GCA_002709955.1
TARA_SAMEA4397666_METAG_JLOFMOLN	GCA_002709955.1
TARA_SAMEA4397722_METAG_IFAMFHPI	GCA_002709955.1
MARD_SAMN04488013_REFG_MMP04488013	GCF_900101525.1
MARD_SAMN04488569_REFG_MMP04488569	GCF_900101525.1
MARD_SAMN09708542_REFG_MMP09708542	GCF_003428875.1
3300000132_10	GCA_004525335.1
3300024516_25	GCA_004356555.1
GORG_SAMEA6074736_SAGS_AG919E16	GCA_902615325.1
TARA_SAMEA2619766_METAG_PNLOKEDJ	GCA_002691795.1
GORG_SAMEA6079624_SAGS_AG426I14	GCA_003210055.1
Genome_016	GCA_003241285.1
TARA_SAMEA4397445_METAG_JDEGCGLB	GCA_013285465.1
TARA_SAMEA4398387_METAG_ILGDMCFO	GCF_000426505.1
TARA_SAMEA4397536_METAG_PPMBDFND	GCF_000426505.1
TARA_SAMEA4398360_METAG_HILDAENI	GCF_000426505.1
TARA_SAMEA4396515_METAG_FFGDBLLE	GCF_000426505.1
MARD_SAMN05660686_REFG_MMP05660686	GCF_900102465.1
MARD_SAMN08886219_SAGS_MMP08886219	GCA_003280605.1
3300027828_41	GCF_001746755.1
3300027980_33	GCF_001746755.1
3300027838_12	GCA_002722775.1
GORG_SAMEA6069770_SAGS_AG892K07	GCA_902618535.1
GORG_SAMEA6071047_SAGS_AG899D02	GCA_902537615.1
TARA_SAMEA2619927_METAG_HINJFGNI	GCA_002689325.1
TARA_SAMEA2622696_METAG_BCBJAGLF	GCA_002706585.1
GORG_SAMEA6068930_SAGS_AG359F09	GCA_902613995.1
GORG_SAMEA6069546_SAGS_AG891J16	GCA_902613995.1
GORG_SAMEA6069714_SAGS_AG892F10	GCA_902613995.1
GORG_SAMEA6069754_SAGS_AG892J04	GCA_902613995.1
GORG_SAMEA6071754_SAGS_AG903K21	GCA_902613995.1
GORG_SAMEA6072101_SAGS_AG905G03	GCA_902613995.1
GORG_SAMEA6075214_SAGS_AG349G20	GCA_902613995.1
GORG_SAMEA6077968_SAGS_AG337K15	GCA_902613995.1
GORG_SAMEA6072331_SAGS_AG907I19	GCA_902563305.1
GORG_SAMEA6070295_SAGS_AG895B20	GCA_902522465.1
GORG_SAMEA6070834_SAGS_AG898B20	GCA_902522465.1
GORG_SAMEA6073201_SAGS_AG911L17	GCA_902579395.1
TARA_SAMEA2619531_METAG_LLOIFEGM	GCA_002691145.1
TARA_SAMEA2619766_METAG_JHGDMCFI	GCA_002691145.1
TARA_SAMN05326650_METAG_MED00001	GCA_002691145.1
GORG_SAMEA6070481_SAGS_AG896A16	GCA_902526175.1
TARA_SAMN05326651_METAG_RED00015	GCA_902526175.1
GORG_SAMEA6075523_SAGS_AG404M02	GCA_902563505.1
TARA_SAMEA2622478_METAG_LAAJFJHM	GCA_902563505.1
TARA_SAMEA2591057_METAG_JBPIFIKP	GCA_002457065.1
TARA_SAMEA2591084_METAG_HAKPAFBO	GCA_002457065.1
TARA_SAMEA2619376_METAG_AMLKGJKI	GCA_002457065.1
TARA_SAMEA2619531_METAG_OBJCLPHJ	GCA_002457065.1
TARA_SAMEA2619766_METAG_NCAMPJEC	GCA_002457065.1
TARA_SAMEA2619531_METAG_HKBDFOKD	GCA_002167825.1
TARA_SAMEA2619952_METAG_IOHHBCCM	GCA_002167825.1
GORG_SAMEA6074065_SAGS_AG915O07	GCA_902595755.1
TARA_SAMN05326650_METAG_MED00054	GCA_002169685.1
TARA_SAMEA2621859_METAG_HOOKAFBB	GCA_002711625.1
TARA_SAMEA4398341_METAG_AIAJBAKA	GCA_002708305.1
TARA_SAMEA4398413_METAG_ELMKJJGE	GCA_002708305.1
3300020339_5	GCA_002727755.1
TARA_SAMEA2620339_METAG_ONFNCNFD	GCA_002690995.1
