ID	siderophore	cyanobactin	PpyS-KS	TfuA-related	furan	terpene	RaS-RiPP	lassopeptide	head_to_tail	hserlactone	PUFA	T1PKS	phosphoglycolipid	T3PKS	ectoine	transAT-PKS	hglE-KS	LAP	phenazine	NRPS	bottromycin	PKS-like	PBDE	T2PKS	linaridin	sactipeptide	acyl_amino_acids	tropodithietic-acid	nucleoside	NAGGN	butyrolactone	microviridin	betalactone	amglyccycl	proteusin	resorcinol	oligosaccharide	indole	other	ladderane	thiopeptide	CDPS	lanthipeptide	bacteriocin	arylpolyene	transAT-PKS-like	NRPS-like	phosphonate	GCF.fit_predict.clusterID	GCC.fit_predict.clusterID	Genome_id	Kingdom	Phylum	Class	Order	Family	Genus	Species	OTU	Freeliving	PhylumT
Marine_OTU_0268	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	GC_170	GC_0	TARA_SAMEA2622219_METAG_PPKFNHCK	Marine:d__Bacteria	Marine:p__Bacteroidota	Marine:c__Bacteroidia	Marine:o__Flavobacteriales	Marine:f__BACL11	Marine:g__	Marine:s__	Marine_OTU_0268	Marine	Marine:p__Bacteroidota
Marine_OTU_0270	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	GC_170	GC_0	TARA_SAMEA2622452_METAG_KMELJFJB	Marine:d__Bacteria	Marine:p__Proteobacteria	Marine:c__Alphaproteobacteria	Marine:o__Pelagibacterales	Marine:f__Pelagibacteraceae	Marine:g__Pelagibacter_A	Marine:s__	Marine_OTU_0270	Marine	Marine:p__Proteobacteria
Marine_OTU_0271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	GC_32	GC_6	TARA_SAMEA2623155_METAG_GHOKJAJK	Marine:d__Bacteria	Marine:p__Proteobacteria	Marine:c__Alphaproteobacteria	Marine:o__Rhizobiales_B	Marine:f__TMED25	Marine:g__GCA-002731945	Marine:s__	Marine_OTU_0271	Marine	Marine:p__Proteobacteria
Marine_OTU_0272	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	GC_170	GC_0	TARA_SAMEA2623275_METAG_GOMFOALF	Marine:d__Bacteria	Marine:p__Marinisomatota	Marine:c__Marinisomatia	Marine:o__SCGC-AAA003-L08	Marine:f__TMED6	Marine:g__TMED6	Marine:s__TMED6_sp002711465	Marine_OTU_0272	Marine	Marine:p__Marinisomatota
Marine_OTU_0275	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	GC_170	GC_0	TARA_SAMEA2622765_METAG_ELDONANN	Marine:d__Bacteria	Marine:p__Bacteroidota	Marine:c__Bacteroidia	Marine:o__Flavobacteriales	Marine:f__Flavobacteriaceae	Marine:g__Muricauda	Marine:s__Muricauda_sp002699205	Marine_OTU_0275	Marine	Marine:p__Bacteroidota
Marine_OTU_0276	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	GC_170	GC_0	TARA_SAMEA2622766_METAG_EDDOGMGI	Marine:d__Bacteria	Marine:p__Proteobacteria	Marine:c__Alphaproteobacteria	Marine:o__MPNO01	Marine:f__MPNO01	Marine:g__UBA830	Marine:s__UBA830_sp002471575	Marine_OTU_0276	Marine	Marine:p__Proteobacteria
Marine_OTU_0277	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	GC_170	GC_0	TARA_SAMEA2623116_METAG_CBIBJFOP	Marine:d__Bacteria	Marine:p__Proteobacteria	Marine:c__Alphaproteobacteria	Marine:o__Pelagibacterales	Marine:f__Pelagibacteraceae	Marine:g__	Marine:s__	Marine_OTU_0277	Marine	Marine:p__Proteobacteria
Marine_OTU_0278	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	GC_170	GC_0	TARA_SAMEA2623116_METAG_EICKCBBD	Marine:d__Bacteria	Marine:p__Bacteroidota	Marine:c__Bacteroidia	Marine:o__Flavobacteriales	Marine:f__UBA10066	Marine:g__SP287	Marine:s__	Marine_OTU_0278	Marine	Marine:p__Bacteroidota
Marine_OTU_0280	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	GC_64	GC_0	TARA_SAMN05326644_METAG_PON00005	Marine:d__Bacteria	Marine:p__Proteobacteria	Marine:c__Alphaproteobacteria	Marine:o__Micavibrionales	Marine:f__Micavibrionaceae	Marine:g__UBA1672	Marine:s__UBA1672_sp002320665	Marine_OTU_0280	Marine	Marine:p__Proteobacteria
Marine_OTU_0282	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	GC_19	GC_2	TARA_SAMN05326641_METAG_ANW00004	Marine:d__Bacteria	Marine:p__Proteobacteria	Marine:c__Alphaproteobacteria	Marine:o__Sphingomonadales	Marine:f__Emcibacteraceae	Marine:g__Emcibacter	Marine:s__Emcibacter_sp002380195	Marine_OTU_0282	Marine	Marine:p__Proteobacteria
Marine_OTU_0283	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	GC_77	GC_2	TARA_SAMEA4397004_METAG_BEEEIAIM	Marine:d__Bacteria	Marine:p__Proteobacteria	Marine:c__Gammaproteobacteria	Marine:o__Pseudomonadales	Marine:f__Saccharospirillaceae	Marine:g__Oleispira	Marine:s__	Marine_OTU_0283	Marine	Marine:p__Proteobacteria
Marine_OTU_0284	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	GC_49	GC_2	TARA_SAMEA4397023_METAG_JDCBPCFM	Marine:d__Bacteria	Marine:p__Proteobacteria	Marine:c__Alphaproteobacteria	Marine:o__Rhizobiales	Marine:f__Rhizobiaceae	Marine:g__Hoeflea	Marine:s__	Marine_OTU_0284	Marine	Marine:p__Proteobacteria
Marine_OTU_0286	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	0.0	GC_9	GC_0	TARA_SAMEA4397445_METAG_FDNJHADI	Marine:d__Bacteria	Marine:p__Bacteroidota	Marine:c__Bacteroidia	Marine:o__Flavobacteriales	Marine:f__Schleiferiaceae	Marine:g__Owenweeksia	Marine:s__	Marine_OTU_0286	Marine	Marine:p__Bacteroidota
Marine_OTU_0287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	GC_143	GC_2	TARA_SAMEA4397330_METAG_IIKHBEIA	Marine:d__Bacteria	Marine:p__Proteobacteria	Marine:c__Alphaproteobacteria	Marine:o__Rhodobacterales	Marine:f__Rhodobacteraceae	Marine:g__Sulfitobacter	Marine:s__	Marine_OTU_0287	Marine	Marine:p__Proteobacteria
Marine_OTU_0288	0.5	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5	0.5	0.0	0.0	0.0	GC_181	GC_0	TARA_SAMEA4398432_METAG_IFLIFCAK	Marine:d__Bacteria	Marine:p__Proteobacteria	Marine:c__Alphaproteobacteria	Marine:o__Rhodospirillales	Marine:f__Thalassospiraceae	Marine:g__Thalassospira	Marine:s__Thalassospira_alkalitolerans	Marine_OTU_0288	Marine	Marine:p__Proteobacteria
Marine_OTU_0289	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	GC_159	GC_0	TARA_SAMEA4397756_METAG_BOMLECLF	Marine:d__Bacteria	Marine:p__Bacteroidota	Marine:c__Bacteroidia	Marine:o__Flavobacteriales	Marine:f__Flavobacteriaceae	Marine:g__Ulvibacter	Marine:s__	Marine_OTU_0289	Marine	Marine:p__Bacteroidota
Marine_OTU_0290	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	GC_261	GC_3	TARA_SAMEA4397920_METAG_PIPKNLNE	Marine:d__Bacteria	Marine:p__Proteobacteria	Marine:c__Alphaproteobacteria	Marine:o__Caulobacterales	Marine:f__Hyphomonadaceae	Marine:g__Hyphomonas	Marine:s__	Marine_OTU_0290	Marine	Marine:p__Proteobacteria
Marine_OTU_0291	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6666666666666666	1.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	GC_118	GC_4	TARA_SAMEA4398238_METAG_MKMOEGDP	Marine:d__Bacteria	Marine:p__Proteobacteria	Marine:c__Gammaproteobacteria	Marine:o__Pseudomonadales	Marine:f__Halomonadaceae	Marine:g__Halomonas	Marine:s__Halomonas_sp013371085	Marine_OTU_0291	Marine	Marine:p__Proteobacteria
Marine_OTU_0292	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5714285714285714	1.0	0.0	0.0	0.0	0.0	0.2857142857142857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8571428571428571	0.0	0.0	0.14285714285714285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4285714285714286	0.0	0.0	0.0	1.0	GC_363	GC_0	TARA_SAMEA4398387_METAG_EGPMIOEA	Marine:d__Bacteria	Marine:p__Proteobacteria	Marine:c__Alphaproteobacteria	Marine:o__Rhodospirillales	Marine:f__Casp-alpha2	Marine:g__UBA1479	Marine:s__	Marine_OTU_0292	Marine	Marine:p__Proteobacteria
Marine_OTU_0293	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	GC_170	GC_0	TARA_SAMEA4398219_METAG_JBMAJLJB	Marine:d__Bacteria	Marine:p__Chloroflexota	Marine:c__Dehalococcoidia	Marine:o__UBA1151	Marine:f__Bin127	Marine:g__UBA1328	Marine:s__	Marine_OTU_0293	Marine	Marine:p__Chloroflexota
Marine_OTU_0295	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	GC_170	GC_0	TARA_SAMEA4398360_METAG_INGGKNKL	Marine:d__Bacteria	Marine:p__Bacteroidota	Marine:c__Bacteroidia	Marine:o__Flavobacteriales	Marine:f__Flavobacteriaceae	Marine:g__Polaribacter_A	Marine:s__	Marine_OTU_0295	Marine	Marine:p__Bacteroidota
Marine_OTU_0297	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	GC_14	GC_0	TARA_SAMN05326642_METAG_ASE00002	Marine:d__Bacteria	Marine:p__Bdellovibrionota	Marine:c__Bdellovibrionia	Marine:o__Bdellovibrionales	Marine:f__UBA840	Marine:g__UBA6502	Marine:s__UBA6502_sp002436415	Marine_OTU_0297	Marine	Marine:Others
Marine_OTU_0298	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	GC_170	GC_0	TARA_SAMN05326648_METAG_IOS00005	Marine:d__Bacteria	Marine:p__Verrucomicrobiota	Marine:c__Verrucomicrobiae	Marine:o__Opitutales	Marine:f__Opitutaceae	Marine:g__UBA5691	Marine:s__UBA5691_sp002420185	Marine_OTU_0298	Marine	Marine:p__Verrucomicrobiota
Marine_OTU_0299	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	GC_170	GC_0	TARA_SAMN05326650_METAG_MED00015	Marine:d__Bacteria	Marine:p__Proteobacteria	Marine:c__Gammaproteobacteria	Marine:o__Burkholderiales	Marine:f__Burkholderiaceae_A	Marine:g__UBA7377	Marine:s__UBA7377_sp002170395	Marine_OTU_0299	Marine	Marine:p__Proteobacteria
Marine_OTU_0300	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	GC_170	GC_0	TARA_SAMN05326650_METAG_MED00082	Marine:d__Bacteria	Marine:p__Proteobacteria	Marine:c__Gammaproteobacteria	Marine:o__Pseudomonadales	Marine:f__Litoricolaceae	Marine:g__HIMB30	Marine:s__HIMB30_sp002705795	Marine_OTU_0300	Marine	Marine:p__Proteobacteria
Marine_OTU_0301	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	GC_170	GC_0	TARA_SAMEA4398176_METAG_FDEGFFEC	Marine:d__Bacteria	Marine:p__Proteobacteria	Marine:c__Alphaproteobacteria	Marine:o__Puniceispirillales	Marine:f__Puniceispirillaceae	Marine:g__UBA4588	Marine:s__UBA4588_sp002387605	Marine_OTU_0301	Marine	Marine:p__Proteobacteria
Marine_OTU_0302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	GC_145	GC_2	3300007345_9	Marine:d__Bacteria	Marine:p__Proteobacteria	Marine:c__Gammaproteobacteria	Marine:o__Enterobacterales	Marine:f__Alteromonadaceae	Marine:g__Rheinheimera	Marine:s__Rheinheimera_sp013283795	Marine_OTU_0302	Marine	Marine:p__Proteobacteria
Marine_OTU_0303	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	GC_463	GC_2	3300007346_4	Marine:d__Bacteria	Marine:p__Proteobacteria	Marine:c__Alphaproteobacteria	Marine:o__Rhizobiales	Marine:f__Devosiaceae	Marine:g__Devosia	Marine:s__	Marine_OTU_0303	Marine	Marine:p__Proteobacteria
Marine_OTU_0304	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	GC_21	GC_0	3300020426_2	Marine:d__Bacteria	Marine:p__Bacteroidota	Marine:c__Bacteroidia	Marine:o__Flavobacteriales	Marine:f__Schleiferiaceae	Marine:g__Owenweeksia	Marine:s__Owenweeksia_sp002695025	Marine_OTU_0304	Marine	Marine:p__Bacteroidota
Marine_OTU_0305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	GC_117	GC_2	3300021338_23	Marine:d__Bacteria	Marine:p__Proteobacteria	Marine:c__Alphaproteobacteria	Marine:o__16-39-46	Marine:f__	Marine:g__	Marine:s__	Marine_OTU_0305	Marine	Marine:p__Proteobacteria
Marine_OTU_0306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	GC_151	GC_0	3300021508_6	Marine:d__Bacteria	Marine:p__UBA3054	Marine:c__UBA3054	Marine:o__UBA3054	Marine:f__B51-G9	Marine:g__	Marine:s__	Marine_OTU_0306	Marine	Marine:Others
Marine_OTU_0307	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	GC_170	GC_0	3300024313_10	Marine:d__Bacteria	Marine:p__Bacteroidota	Marine:c__Bacteroidia	Marine:o__Flavobacteriales	Marine:f__Schleiferiaceae	Marine:g__UBA10364	Marine:s__UBA10364_sp002685435	Marine_OTU_0307	Marine	Marine:p__Bacteroidota
Marine_OTU_0308	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	GC_170	GC_0	3300025086_3	Marine:d__Bacteria	Marine:p__Bacteroidota	Marine:c__Rhodothermia	Marine:o__Rhodothermales	Marine:f__UBA10348	Marine:g__1-14-0-65-60-17	Marine:s__	Marine_OTU_0308	Marine	Marine:p__Bacteroidota
Marine_OTU_0309	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	GC_170	GC_0	3300025617_20	Marine:d__Bacteria	Marine:p__Proteobacteria	Marine:c__Alphaproteobacteria	Marine:o__Puniceispirillales	Marine:f__Puniceispirillaceae	Marine:g__	Marine:s__	Marine_OTU_0309	Marine	Marine:p__Proteobacteria
Marine_OTU_0312	0.0	0.0	0.0	0.0	0.0	2.333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	GC_233	GC_0	TARA_SAMEA4397472_METAG_JMMLDJOC	Marine:d__Bacteria	Marine:p__Proteobacteria	Marine:c__Gammaproteobacteria	Marine:o__Burkholderiales	Marine:f__Burkholderiaceae	Marine:g__RS62	Marine:s__RS62_sp002340675	Marine_OTU_0312	Marine	Marine:p__Proteobacteria
Marine_OTU_0313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	GC_32	GC_6	TARA_SAMEA2623314_METAG_DGDHOOEI	Marine:d__Bacteria	Marine:p__Marinisomatota	Marine:c__Marinisomatia	Marine:o__Marinisomatales	Marine:f__TCS55	Marine:g__UBA2126	Marine:s__UBA2126_sp003503735	Marine_OTU_0313	Marine	Marine:p__Marinisomatota
Marine_OTU_0314	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	GC_170	GC_0	3300027323_26	Marine:d__Bacteria	Marine:p__Bipolaricaulota	Marine:c__Bipolaricaulia	Marine:o__Bipolaricaulales	Marine:f__Bipolaricaulaceae	Marine:g__UBA3571	Marine:s__UBA3571_sp002011425	Marine_OTU_0314	Marine	Marine:Others
