GenomeID	Others	RiPPs	NRPS	PKS	Terpene
TARA_SAMEA2623155_METAG_BBFLMBNH	1	0	0	0	1
3300012865_9	0	0	0	1	1
TARA_SAMEA2620035_METAG_OLDPKKOE	1	1	0	0	0
GORG_SAMEA6070208_SAGS_AG894L19	0	0	0	0	1
3300025039_7	1	1	0	1	0
TARA_SAMEA2620035_METAG_EOHBKGBH	0	1	1	0	2
3300013126_35	0	0	0	0	2
3300025188_6	2	0	0	0	0
MARD_SAMN02671364_SAGS_MMP02671364	0	1	0	0	3
GORG_SAMEA6075981_SAGS_AG414K04	0	0	0	0	1
GORG_SAMEA6070902_SAGS_AG898I03	0	0	0	0	1
GORG_SAMEA6074172_SAGS_AG916F23	0	0	0	0	1
TARA_SAMEA4398009_METAG_GCBFKJME	0	0	0	0	1
MARD_SAMN06133339_REFG_MMP06133339	1	2	2	0	0
MARD_SAMN03080594_REFG_MMP03080594	2	0	0	1	3
MARD_SAMN02671341_SAGS_MMP02671341	0	1	0	0	2
MARD_SAMN08886514_SAGS_MMP08886514	0	1	0	0	3
3300026479_5	4	1	1	1	0
3300028024_9	0	2	1	0	0
TARA_SAMEA2621287_METAG_OHIOPKFN	1	0	0	0	0
MALA_SAMN05422138_METAG_AAEOOEHN	2	0	0	1	0
3300011683_1	3	1	3	0	1
3300011488_2	3	0	3	0	2
GORG_SAMEA6076323_SAGS_AG422K10	0	1	0	0	3
TARA_SAMEA2622801_METAG_OKNOMLIK	0	0	1	0	1
MARD_SAMN05444149_REFG_MMP05444149	6	1	2	1	1
TARA_SAMEA4398176_METAG_BJKMHBBN	0	0	0	0	2
HOTS_SAMN07137005_METAG_CLGDBKKF	1	0	0	0	0
GORG_SAMEA6070235_SAGS_AG894N13	0	0	0	0	1
3300009083_63	2	0	0	2	1
TARA_SAMEA2622197_METAG_CGIMDGAD	2	0	0	1	0
3300028287_8	0	0	0	1	2
TARA_SAMEA2621222_METAG_JEMGHBAI	0	0	0	0	2
3300011872_2	1	0	0	1	1
MARD_SAMN05897988_REFG_MMP05897988	3	3	13	5	0
3300013853_2	2	0	0	0	1
3300011225_7	0	1	0	0	1
TARA_SAMEA4397196_METAG_BJJKONJD	0	0	0	0	1
3300013131_68	0	0	0	0	1
BGEO_SAMN07136879_METAG_OGNDEGGC	0	1	0	0	1
TARA_SAMEA4398219_METAG_MOEGACHC	0	0	0	0	1
3300023065_5	2	2	2	0	1
3300027832_43	1	0	0	1	1
MARD_SAMN05017772_REFG_MMP05017772	5	1	12	1	2
TARA_SAMEA2621033_METAG_HPDICKAJ	1	0	0	0	1
GORG_SAMEA6069436_SAGS_AG891B11	0	0	0	0	1
GORG_SAMEA6077549_SAGS_AG333C14	1	0	0	0	0
TARA_SAMEA4398341_METAG_BBKHPJPB	1	0	0	1	1
MARD_SAMN08238103_REFG_MMP08238103	3	2	1	0	0
3300028581_35	0	2	0	0	1
GORG_SAMEA6076664_SAGS_AG447O14	0	0	0	0	1
TARA_SAMEA2619791_METAG_LDLPODBL	1	2	0	0	2
GORG_SAMEA6074649_SAGS_AG918M19	0	0	0	0	1
3300020603_70	0	0	0	0	1
3300011710_4	2	3	0	0	0
TARA_SAMEA2620824_METAG_CBEDBHBG	1	0	0	0	2
TARA_SAMEA2621487_METAG_JEJEPAEM	0	1	0	0	0
3300027826_14	0	4	0	1	3
3300017651_10	0	3	0	1	1
TARA_SAMEA4397196_METAG_BMMPCMEC	0	0	0	0	2
GORG_SAMEA6073985_SAGS_AG915I10	0	0	0	0	1
3300024903_6	0	1	0	0	1
GORG_SAMEA6079561_SAGS_AG426D09	0	0	0	0	1
TARA_SAMEA2623868_METAG_BNOJJAEN	1	0	0	0	0
TARA_SAMEA2623390_METAG_NACNCLMF	1	0	0	0	0
TARA_SAMEA4397666_METAG_IHBCKNPF	1	1	0	0	0
3300017653_10	1	2	42	15	1
3300027672_83	0	1	0	0	0
3300025059_4	1	0	0	0	0
TARA_SAMEA2623135_METAG_CCPNFJFB	0	0	0	0	2
TARA_SAMEA4397489_METAG_HJKOMDFN	2	1	1	0	1
3300025705_39	0	0	0	0	2
MARD_SAMN03892967_REFG_MMP03892967	2	1	0	0	1
MARD_SAMN08886328_SAGS_MMP08886328	0	1	0	0	2
TARA_SAMEA4397948_METAG_CJELGJCM	3	1	0	1	2
MARD_SAMN07327780_REFG_MMP07327780	4	1	0	0	0
TARA_SAMEA2622796_METAG_IKJAKAAM	0	0	0	0	1
TARA_SAMEA2623079_METAG_LJMEBJPH	0	0	0	0	2
3300007722_52	0	0	0	0	1
3300027983_8	0	3	0	0	0
3300012000_20	0	0	0	0	2
MALA_SAMN05422138_METAG_AIKOLDME	0	0	0	0	2
TARA_SAMEA2622822_METAG_JNGECCDL	0	0	0	0	1
3300011786_4	3	0	0	0	0
TARA_SAMEA4398360_METAG_KMINOFHI	2	0	0	1	3
3300007354_5	1	0	0	0	0
GORG_SAMEA6069827_SAGS_AG892O09	0	0	0	0	1
TARA_SAMEA4398168_METAG_EJICOMMK	2	0	0	1	2
3300012808_2	3	4	14	4	2
MALA_SAMN05421699_METAG_BELIHAJM	1	0	1	0	0
TARA_SAMEA2622765_METAG_OGNPIJOJ	0	0	1	1	2
TARA_SAMEA2621021_METAG_FBMNKIIL	0	0	0	0	1
TARA_SAMEA4396941_METAG_GBOJPBHF	0	0	1	0	0
3300005699_1	1	1	0	0	1
TARA_SAMEA2620824_METAG_ODAODOHK	1	1	0	0	1
3300011604_2	2	0	0	0	1
TARA_SAMEA2619531_METAG_DGCHEAEP	0	0	0	0	1
3300027793_14	0	1	0	1	2
TARA_SAMEA2622518_METAG_IILKAOPP	0	0	0	1	2
3300011867_2	1	1	0	0	1
GORG_SAMEA6074714_SAGS_AG919C22	0	0	0	0	1
3300015360_72	0	0	0	1	1
TARA_SAMEA4396424_METAG_NFOBHBDJ	1	0	0	0	2
3300025300_9	0	0	0	0	1
TARA_SAMEA2622843_METAG_NECAMBEN	0	0	0	0	1
TARA_SAMEA4396515_METAG_FELBDCME	2	0	0	0	1
3300025732_1	0	0	0	0	2
GORG_SAMEA6071288_SAGS_AG900E06	3	0	0	0	0
3300027760_43	0	0	0	0	2
3300020185_28	0	0	0	0	2
3300014688_2	2	3	2	1	1
3300027980_21	3	5	1	0	0
3300018043_8	2	0	0	0	0
3300025093_9	4	1	1	1	1
3300027835_31	1	0	0	0	0
MARD_SAMN08886409_SAGS_MMP08886409	0	1	0	0	3
TARA_SAMEA2622197_METAG_HPJNGGAK	0	0	0	0	1
TARA_SAMEA2621277_METAG_ILDPBJGM	0	0	0	0	1
TARA_SAMN05326647_METAG_ION00023	3	0	0	0	0
GORG_SAMEA6076210_SAGS_AG422C13	0	0	0	0	1
TARA_SAMEA2621528_METAG_LMPJOJBM	3	1	2	1	2
TARA_SAMEA2621242_METAG_KGAEPMHG	0	0	0	0	2
3300020192_38	0	0	0	1	1
3300025725_17	0	0	1	0	0
3300013728_1	3	1	4	2	1
MARD_SAMN05386387_REFG_MMP05386387	4	1	0	0	0
MALA_SAMN05422138_METAG_PJNKMKOE	1	0	0	0	0
TARA_SAMEA4397536_METAG_PPMBDFND	2	1	4	2	1
TARA_SAMEA4397586_METAG_EMNEINCO	1	0	0	0	0
3300020403_24	1	0	0	0	1
3300025453_5	1	2	2	1	2
MARD_SAMN09228017_REFG_MMP09228017	6	1	1	0	0
TARA_SAMEA2622823_METAG_KADMMOJA	1	0	0	0	0
GORG_SAMEA6074321_SAGS_AG917B07	0	0	0	0	1
3300026119_10	0	0	0	0	2
TARA_SAMEA4397409_METAG_AGGOFNMM	1	2	0	0	1
TARA_SAMEA2621272_METAG_EAEHPIBE	0	0	0	0	1
3300018426_34	0	0	0	0	1
3300025554_3	3	2	1	0	1
3300010368_33	0	0	0	0	1
TARA_SAMEA2622843_METAG_HAPJAMBJ	0	0	0	1	2
GORG_SAMEA6075568_SAGS_AG404P07	0	0	0	0	1
BGEO_SAMN07136937_METAG_OBIMIKAB	0	0	1	0	2
3300009084_32	0	0	2	0	3
3300024935_7	1	2	1	0	1
3300015370_25	1	0	0	0	2
TARA_SAMEA4397920_METAG_KIGOFCII	2	0	0	0	1
3300011633_2	1	1	1	0	1
3300014016_3	1	0	0	0	0
TARA_SAMEA2620339_METAG_JAEEDIPN	0	0	0	0	1
3300025729_5	0	0	1	0	0
TARA_SAMEA2623314_METAG_FCKBMNCE	0	1	1	0	1
TARA_SAMEA2623116_METAG_EKHKFBBO	0	0	0	0	1
TARA_SAMEA2619678_METAG_IAICCJCP	0	0	0	1	1
3300011694_4	2	0	0	0	1
MARD_SAMN05418038_REFG_MMP05418038	5	1	1	1	0
3300011165_1	0	2	0	0	0
3300008012_10	0	0	0	0	1
3300013812_2	1	2	1	0	1
TARA_SAMEA2621551_METAG_OFJNLGDM	1	0	0	0	2
3300027899_5	0	0	1	0	0
TARA_SAMEA2621076_METAG_AFBMJFNF	0	0	0	0	1
3300010309_9	0	0	0	0	1
TARA_SAMEA2621295_METAG_CNDLMPJM	1	0	0	0	2
3300027806_20	0	0	1	1	2
TARA_SAMEA2622696_METAG_HCDFLBNM	0	0	0	0	1
3300027965_18	0	1	0	1	2
TARA_SAMEA2619840_METAG_ENPPFNBH	1	0	0	0	0
3300004097_40	1	0	0	0	0
GORG_SAMEA6078319_SAGS_AG343O04	1	0	0	0	0
GORG_SAMEA6069708_SAGS_AG892E21	0	0	0	0	2
3300011704_1	5	0	1	0	1
3300011461_2	1	1	1	0	1
3300013126_85	2	1	2	0	0
GORG_SAMEA6075959_SAGS_AG414I09	0	1	0	0	1
3300022227_20	4	0	0	1	0
GORG_SAMEA6069784_SAGS_AG892L05	0	0	0	0	1
3300025266_7	1	1	1	0	0
3300027283_30	2	2	0	0	0
MARD_SAMEA2591294_REFG_MMP2591294	5	1	0	0	0
TARA_SAMEA4398360_METAG_EBMBFFLA	2	1	1	0	0
3300026167_9	3	0	1	0	0
3300013392_5	0	1	0	1	0
3300020342_9	0	0	0	0	1
3300011788_1	2	3	1	1	1
3300011783_5	2	0	0	0	1
3300026292_26	0	0	0	0	2
3300027054_2	1	2	1	0	0
3300029902_8	0	1	0	2	1
TARA_SAMEA2622837_METAG_AKJPIGHC	0	0	0	0	1
3300014730_1	0	0	1	2	2
3300023174_35	0	0	0	0	1
TARA_SAMEA2591057_METAG_LKPMBOAD	1	0	0	0	1
MARD_SAMEA2591293_REFG_MMP2591293	6	1	1	0	0
3300017451_6	0	1	0	0	1
3300015049_2	1	1	0	0	1
3300018019_11	0	0	0	1	0
TARA_SAMEA2620970_METAG_OJJJPFLA	1	1	0	1	1
3300011749_5	0	1	0	1	2
3300017988_17	2	0	0	0	0
3300022902_11	0	0	1	1	0
3300027276_13	1	0	0	0	1
MARD_SAMN04488108_REFG_MMP04488108	0	0	0	0	1
3300024262_21	0	1	0	0	0
3300011504_1	2	0	1	0	1
3300013685_1	1	1	1	0	1
TARA_SAMEA2619548_METAG_EIPNKPGA	0	0	0	0	1
TARA_SAMEA4398094_METAG_FKONMKBF	0	0	0	0	2
3300017650_8	0	1	0	1	3
3300027839_4	0	4	1	1	3
3300020204_36	1	0	1	3	1
3300013728_2	3	1	0	0	1
GORG_SAMEA6071655_SAGS_AG903C11	0	0	0	0	1
TARA_SAMEA2620947_METAG_GLLMAFGJ	0	0	0	1	1
TARA_SAMEA4398067_METAG_AAAAJBGD	0	0	0	0	2
TARA_SAMEA2621401_METAG_OBGIGDGA	1	0	0	1	1
3300025480_9	1	0	0	1	0
TARA_SAMEA4398360_METAG_DGILFIFL	2	0	0	0	0
BGEO_SAMN07136711_METAG_EOPKMDLC	0	1	0	0	0
TARA_SAMEA2621132_METAG_AHPOBHIE	2	1	0	0	0
3300025894_62	0	0	0	0	2
3300025681_13	3	0	1	0	0
MARD_SAMN04495211_REFG_MMP04495211	6	3	9	3	2
BGEO_SAMN07136586_METAG_MMKLNMDO	1	0	0	0	0
TARA_SAMEA4397363_METAG_ODDPLNAI	1	2	0	0	2
3300017925_12	4	0	0	0	0
MARD_SAMN08886335_SAGS_MMP08886335	0	1	0	0	2
TARA_SAMEA2621839_METAG_LMFFHMLM	0	0	0	0	1
TARA_SAMEA2623756_METAG_MHGKNBJE	0	0	0	0	1
3300010371_44	0	1	1	1	0
3300027746_5	0	0	3	1	0
3300021091_16	0	0	0	0	3
3300020214_20	1	0	0	0	1
3300021425_11	0	2	0	0	1
3300011383_2	2	0	1	0	0
MARD_SAMEA3393043_REFG_MMP3393043.1	4	1	1	1	0
3300025812_14	0	0	1	1	2
3300011528_2	0	0	0	1	1
TARA_SAMEA2620000_METAG_EDHJCBMK	0	0	0	0	1
GORG_SAMEA6070077_SAGS_AG894B13	0	0	0	0	1
GORG_SAMEA6071682_SAGS_AG903E15	0	0	0	0	1
3300013814_1	5	1	0	0	0
3300027793_13	0	0	1	1	2
3300014579_2	1	1	0	1	0
GORG_SAMEA6067826_SAGS_AH287J18	0	0	0	0	1
TARA_SAMEA2619907_METAG_KBFJNKFA	0	0	0	0	2
3300026802_1	0	0	6	3	0
3300027607_16	0	1	3	1	3
MARD_SAMN05418137_REFG_MMP05418137	4	2	1	0	0
3300027276_20	1	1	1	0	0
3300015204_11	0	1	1	0	2
3300020196_48	0	0	0	0	2
GORG_SAMEA6079594_SAGS_AG426F11	1	0	0	0	0
TARA_SAMEA4397472_METAG_LCKKDFDK	1	1	0	0	2
3300028129_8	2	1	1	1	2
3300011885_5	0	1	0	0	0
TARA_SAMEA2622800_METAG_GBLFLBDJ	0	0	0	0	1
3300013136_78	1	0	0	0	1
Genome_004	2	1	0	0	0
3300025536_7	0	0	0	0	1
TARA_SAMEA2622690_METAG_NHGEKECG	0	0	0	0	2
3300005253_15	2	1	1	1	0
TARA_SAMEA4398341_METAG_ALGPCEID	0	0	0	0	1
3300028399_9	0	0	0	0	1
TARA_SAMEA4398176_METAG_FOHNHOPL	1	0	0	1	1
3300027773_44	0	0	1	0	1
3300019132_4	0	1	0	1	0
3300028595_3	5	1	5	1	4
TARA_SAMEA4397903_METAG_KOGCEGFL	0	0	0	0	2
TARA_SAMEA2621222_METAG_IFIFNDCH	0	0	0	0	1
TARA_SAMEA4398387_METAG_LABGGNAJ	3	2	1	2	1
3300014638_12	0	0	0	0	1
3300029818_16	0	1	0	0	1
GORG_SAMEA6075008_SAGS_AG920L18	0	0	0	0	1
3300026478_3	0	0	0	0	1
3300024980_1	4	2	1	1	3
TARA_SAMEA4398067_METAG_OOBLJPHC	0	0	0	0	1
3300025482_8	1	0	0	0	0
TARA_SAMEA4397174_METAG_HPIDOFNN	4	3	0	0	1
TARA_SAMEA2620672_METAG_HPIIGKLM	1	0	0	0	0
TARA_SAMEA4397903_METAG_ONNOGBMN	0	0	0	0	2
TARA_SAMEA2623116_METAG_CEBKNMEO	0	0	0	0	1
GORG_SAMEA6069683_SAGS_AG892D04	0	0	0	0	1
3300025079_2	1	2	0	0	0
TARA_SAMEA2623370_METAG_KLNICJAN	1	0	0	0	1
TARA_SAMEA2620120_METAG_ECKAHCLD	1	2	1	0	2
3300017788_79	0	0	0	0	1
TARA_SAMEA2621222_METAG_LHBCNJKN	0	0	1	0	1
3300009084_79	2	0	0	2	2
3300011814_3	0	2	0	0	0
TARA_SAMEA2622766_METAG_EPEBAONN	0	0	0	0	1
3300015168_2	0	0	2	1	0
3300014637_1	2	1	4	0	0
3300025410_2	0	4	2	1	1
3300011666_1	0	1	0	0	1
3300027968_26	0	1	1	0	2
GORG_SAMEA6073197_SAGS_AG911L11	0	0	0	0	1
3300025293_3	1	0	0	0	1
3300020201_27	5	0	0	1	1
GORG_SAMEA6075307_SAGS_AG349N10	0	0	0	0	3
3300011858_2	3	1	1	0	0
TARA_SAMEA4397174_METAG_HBDIMJIM	1	1	0	1	0
3300028571_17	1	0	0	2	3
TARA_SAMEA4397330_METAG_GCBFCMAB	1	2	0	0	2
3300011152_1	1	2	1	0	1
TARA_SAMEA2622737_METAG_HGAEOBNM	1	1	2	1	0
GORG_SAMEA6069574_SAGS_AG891L15	0	0	0	0	1
3300012856_7	5	4	0	1	1
3300021376_47	1	0	0	0	1
TARA_SAMEA2622800_METAG_FBNOBNIJ	2	0	0	0	0
TARA_SAMEA2620995_METAG_DDDFBMMP	1	0	1	1	0
3300027844_33	0	0	0	0	1
GORG_SAMEA6069064_SAGS_AG359P21	0	0	0	0	1
3300025574_5	0	1	3	3	1
3300011650_1	1	3	1	0	0
GORG_SAMEA6075269_SAGS_AG349L04	0	0	0	0	1
TARA_SAMEA4397239_METAG_DEENJKAJ	0	1	0	0	1
TARA_SAMEA2620256_METAG_JDBNODKP	0	0	0	1	0
3300013137_26	1	0	0	1	0
3300012259_1	0	1	1	0	0
TARA_SAMEA4397586_METAG_CMLKACDB	0	0	0	1	1
TARA_SAMEA4397445_METAG_NNOOFDKD	1	1	1	0	2
3300027730_27	1	0	0	2	2
3300027756_15	0	0	0	0	2
3300027832_56	1	0	1	1	2
3300005238_4	2	1	1	0	1
3300020603_46	0	1	1	0	2
GORG_SAMEA6073546_SAGS_AG913G10	0	0	0	0	1
TARA_SAMEA2623275_METAG_BGOPNKLO	0	0	0	0	1
3300012942_42	0	1	0	0	1
3300027282_18	0	2	0	0	1
3300011668_3	2	1	0	0	0
TARA_SAMEA4397705_METAG_OOFALCOI	0	0	0	0	1
3300027773_21	3	1	0	1	1
3300011887_4	1	2	1	0	1
3300007519_15	0	0	4	1	3
3300027848_40	1	0	0	1	1
3300011792_2	3	0	0	0	0
3300027823_33	0	0	0	0	1
3300020440_31	0	2	0	0	0
TARA_SAMEA2622112_METAG_FEDMBOLB	3	0	0	0	0
3300011953_5	2	1	0	0	1
3300011773_2	5	0	1	0	1
3300025204_4	1	0	1	0	2
3300011683_2	1	0	0	1	2
GORG_SAMEA6079844_SAGS_AG430F16	0	0	0	0	1
3300027886_4	0	1	2	1	0
GORG_SAMEA6073922_SAGS_AG915D08	0	0	0	0	1
MARD_SAMD00025187_REFG_MMP00025187	5	2	2	0	0
TARA_SAMEA4397930_METAG_NDLBHLEN	1	0	0	0	0
3300013006_23	0	0	0	1	2
TARA_SAMEA4397569_METAG_FONAPJMG	0	0	0	0	1
3300018022_9	4	0	0	0	0
3300025668_17	0	0	1	2	0
3300025373_2	0	0	0	0	2
3300013014_21	0	0	0	1	3
3300011804_1	0	0	0	0	1
MARD_SAMN04965936_REFG_MMP04965936	8	3	1	1	0
3300021341_8	4	0	1	0	0
3300014070_1	1	0	0	1	0
3300025469_3	1	1	5	1	1
GORG_SAMEA6072882_SAGS_AG910D13	0	0	0	0	1
TARA_SAMN05326648_METAG_IOS00034	0	0	0	0	1
Genome_151	0	0	0	2	0
MARD_SAMN04488096_REFG_MMP04488096	2	0	0	0	1
3300025514_9	2	1	0	0	0
3300020339_11	0	0	0	0	1
TARA_SAMEA2619678_METAG_GKMOFLDJ	1	0	0	0	0
TARA_SAMEA4397798_METAG_NOHKCKOH	0	0	0	0	2
GORG_SAMEA6077916_SAGS_AG337G21	0	0	0	0	1
3300022225_26	0	0	0	0	1
BGEO_SAMN07136636_METAG_KJLKLMHG	0	0	1	1	0
3300027796_29	0	3	0	0	1
TARA_SAMEA2591122_METAG_MOEPNHGP	0	0	0	0	2
3300014610_5	0	1	0	0	0
MARD_SAMN04488117_REFG_MMP04488117	2	1	0	0	0
TARA_SAMEA2622733_METAG_ONFBECNJ	1	0	0	0	0
3300013495_1	1	2	1	0	1
TARA_SAMEA2622710_METAG_OGKLAHMI	0	0	0	0	1
TARA_SAMEA4397118_METAG_OFHPKDAJ	2	0	0	1	1
TARA_SAMEA2621278_METAG_GMLIGPEM	0	0	0	0	1
3300005805_22	1	0	0	1	1
TARA_SAMEA2622690_METAG_NLCIDLIH	1	0	0	0	2
3300011623_2	1	1	1	0	1
3300011484_2	1	2	1	0	0
GORG_SAMEA6074286_SAGS_AG916O22	0	0	0	0	1
3300027980_37	0	1	0	0	1
TARA_SAMEA4396988_METAG_AIPHAFPD	0	1	0	0	2
3300025705_9	0	0	0	1	2
3300025083_1	0	0	0	1	2
3300017788_52	0	0	0	0	1
GORG_SAMEA6076663_SAGS_AG447O13	1	0	0	0	0
3300027815_34	1	2	0	0	1
3300011700_1	0	2	1	0	0
3300011690_3	2	0	5	0	1
3300012827_6	2	1	3	0	1
3300011666_4	4	1	1	0	1
3300011481_1	1	0	0	1	1
3300027800_14	2	5	10	6	0
3300021409_15	0	0	0	0	1
TARA_SAMEA4397516_METAG_AALEPAOP	1	0	0	1	1
3300026831_1	0	1	1	0	2
3300011926_4	0	2	0	0	0
TARA_SAMN05326644_METAG_PON00019	1	0	0	0	1
3300027847_85	1	0	0	0	0
3300011717_6	0	0	0	0	1
3300026279_13	1	1	0	0	0
3300027835_66	1	1	0	0	0
3300017560_8	0	0	0	0	1
3300012878_4	3	2	0	0	1
3300013922_2	1	0	1	0	0
TARA_SAMEA2619548_METAG_CDKHIPDB	1	0	1	1	0
3300025576_8	0	2	1	1	1
GORG_SAMEA6076321_SAGS_AG422K08	0	0	0	0	1
3300011958_1	1	0	0	1	1
3300027302_3	2	2	0	0	1
TARA_SAMEA4397118_METAG_CEBIIJJH	0	0	0	1	1
TARA_SAMEA4396971_METAG_BFPGPHFK	0	1	0	0	1
3300024356_3	1	0	1	2	3
MARD_SAMN05418158_REFG_MMP05418158	4	2	1	0	0
3300027763_13	0	0	1	1	2
GORG_SAMEA6069718_SAGS_AG892F15	0	0	0	0	1
GORG_SAMEA6071255_SAGS_AG900B23	0	0	0	0	1
TARA_SAMEA2621416_METAG_HINNKFGP	0	0	0	0	1
3300024302_21	0	0	0	0	1
3300020188_23	0	0	0	0	1
3300024433_41	1	1	0	0	2
3300025029_1	3	0	0	0	0
MARD_SAMN02927978_REFG_MMP02927978	2	0	0	0	2
3300011808_2	1	0	4	2	2
GORG_SAMEA6071043_SAGS_AG899C14	0	0	0	0	1
TARA_SAMEA2620360_METAG_CNLGFBII	1	2	0	0	2
3300025510_8	0	1	0	0	0
3300024344_22	1	0	1	1	0
3300024953_7	1	1	0	0	1
GORG_SAMEA6070533_SAGS_AG896F06	0	0	0	0	1
3300027706_18	0	2	1	1	0
TARA_SAMEA2622695_METAG_IGBJPGDJ	1	0	0	0	0
3300012822_2	1	2	4	1	0
MARD_SAMN08886492_SAGS_MMP08886492	0	1	0	0	3
3300027649_30	0	0	0	0	4
TARA_SAMEA4398219_METAG_GIBLFLOK	0	0	0	0	2
TARA_SAMEA2622843_METAG_KNEGIENJ	1	0	0	1	2
GORG_SAMEA6073106_SAGS_AG911D18	0	0	0	0	1
TARA_SAMEA2622737_METAG_MGEAOAMM	0	0	0	0	1
MARD_SAMN07626136_REFG_MMP07626136	0	1	0	0	0
3300014094_4	5	0	2	0	0
TARA_SAMEA2621502_METAG_HNFCICFA	1	1	0	0	0
TARA_SAMEA2619678_METAG_PNNLLLND	0	0	0	0	1
MARD_SAMN08886195_SAGS_MMP08886195	0	1	0	0	3
TARA_SAMEA2621812_METAG_BDJMHFJE	1	0	0	0	2
3300018015_17	0	1	0	0	1
3300020377_8	0	0	1	1	3
3300025947_1	1	1	0	0	1
3300013099_26	1	0	0	0	0
TARA_SAMEA4398341_METAG_AECCMNNO	0	1	0	0	2
TARA_SAMEA2620081_METAG_LLGPNBFH	1	0	0	0	0
MARD_SAMN05418045_REFG_MMP05418045	4	1	0	0	0
TARA_SAMEA2623907_METAG_FJIGGKKP	3	0	0	2	3
TARA_SAMEA2619678_METAG_IGPKJHJK	1	0	0	0	3
3300017964_13	2	0	2	2	2
GORG_SAMEA6077537_SAGS_AG333B22	0	0	0	0	1
3300012816_1	4	0	1	0	2
3300009840_13	1	0	0	1	0
GORG_SAMEA6072903_SAGS_AG910E21	0	0	0	0	1
TARA_SAMEA4397798_METAG_LJHADJFN	0	0	0	0	1
3300020472_13	0	3	0	0	0
TARA_SAMEA2620663_METAG_CBDKPAKP	1	0	0	0	1
TARA_SAMEA4397489_METAG_PFMAJPML	5	0	0	1	0
3300021093_31	0	1	1	0	2
3300027370_2	1	3	8	3	1
3300011940_2	3	0	1	0	2
3300011969_4	0	0	0	1	2
3300027820_48	0	1	0	0	1
3300027726_4	0	0	0	0	1
3300011749_1	2	1	1	0	0
Genome_030	5	1	0	0	3
3300027649_12	0	0	1	1	2
MARD_SAMN09708542_REFG_MMP09708542	0	0	0	0	2
3300011856_2	1	4	1	0	0
TARA_SAMEA2621232_METAG_PPFEAGDP	1	0	1	2	0
3300024915_3	1	2	0	0	1
3300027777_30	1	0	0	0	0
TARA_SAMEA2621272_METAG_GHMMLNFH	1	0	1	4	1
3300013122_11	2	1	0	2	1
TARA_SAMEA4397930_METAG_CPLIFPEC	1	0	0	0	1
3300026264_4	3	2	0	0	0
TARA_SAMEA4396941_METAG_EKBNELLO	2	0	0	1	2
TARA_SAMEA2622685_METAG_HEEHHBLE	3	1	1	1	0
TARA_SAMEA2620929_METAG_KIKDIIDE	0	0	0	0	2
3300027850_29	0	1	0	1	0
TARA_SAMEA4397311_METAG_PJAEEJPN	0	0	0	0	1
3300020221_35	0	1	0	0	0
3300006879_35	1	0	0	0	1
TARA_SAMEA4397174_METAG_KODKHPCO	0	1	0	0	1
TARA_SAMEA2622822_METAG_IEDPHKED	0	0	2	0	0
3300025880_25	0	1	0	0	2
TARA_SAMEA2620995_METAG_BAJGIMJI	0	0	0	1	0
3300013006_49	0	0	0	0	1
TARA_SAMEA2622715_METAG_ODFBKEOH	1	0	0	0	0
3300029818_6	4	2	1	0	0
3300002544_6	2	1	0	1	0
BGEO_SAMN07136681_METAG_DEHOPPMA	0	0	0	0	1
3300027640_24	2	1	0	0	0
3300001835_20	2	2	1	0	2
GORG_SAMEA6078473_SAGS_AG453G16	0	0	0	0	2
GORG_SAMEA6080166_SAGS_AG435N04	0	0	0	0	1
3300013656_1	1	4	1	0	0
GORG_SAMEA6070272_SAGS_AG894P23	0	0	0	0	1
Genome_042	5	2	4	1	2
MARD_SAMN05418200_REFG_MMP05418200	4	2	1	0	0
GORG_SAMEA6073639_SAGS_AG913O18	0	0	0	0	1
3300025575_12	0	2	1	1	1
3300012826_8	1	0	0	0	0
TARA_SAMEA2619531_METAG_LKKOAJNF	1	0	0	0	0
3300028174_7	1	0	2	2	1
TARA_SAMEA4397516_METAG_NFMDBACF	0	0	0	0	2
3300014677_2	6	0	1	0	1
TARA_SAMEA2623774_METAG_JAOBDDLL	1	0	0	0	0
3300027867_10	1	0	0	1	2
TARA_SAMN05326650_METAG_MED00025	0	0	0	0	1
3300012816_9	1	1	0	1	1
TARA_SAMEA2623446_METAG_DMIJBGCP	0	0	0	0	1
3300020390_8	2	3	0	0	0
GORG_SAMEA6070082_SAGS_AG894B21	0	1	0	0	3
MARD_SAMN08886496_SAGS_MMP08886496	0	1	0	0	2
3300011943_4	2	0	1	1	0
3300012827_2	0	4	4	5	1
3300029892_3	0	1	0	0	1
TARA_SAMEA4396988_METAG_IKJDDHCH	2	1	0	2	0
MALA_SAMN05421706_METAG_PHFPPBLD	1	0	0	0	0
TARA_SAMEA4397930_METAG_AADIENDB	0	0	0	0	1
3300027276_2	1	0	0	0	0
TARA_SAMEA4396515_METAG_EMMMMBGC	0	0	0	1	1
3300011157_4	3	0	0	0	0
TARA_SAMEA4398168_METAG_NGOKDANL	0	1	0	0	0
3300020262_15	0	0	0	0	1
3300013986_2	1	2	1	0	0
TARA_SAMEA2619927_METAG_MNFNIHOG	0	0	0	0	1
3300013128_56	0	1	0	0	0
GORG_SAMEA6077809_SAGS_AG337B04	1	0	0	0	2
3300020382_12	0	0	0	0	1
TARA_SAMEA2622197_METAG_GALLFCOI	0	1	0	0	0
TARA_SAMEA2620663_METAG_NPACDBIK	2	0	0	1	0
